id,playlist_id,title,description,thumbnails,_relatedVids,tags,categoryId,topicCategories,publishedAt,viewCount,likeCount,favoriteCount,commentCount,privacyStatus,license,publicStatsViewable,embeddable,madeForKids,_DOI/Github link,_URL,Notes,Last editor
GfImcptiLsY,,Active Inference LiveStream 054.2 ~ “...Compositional Account of the Bayesian Brain” (Smithe),"Second participatory group discussion on the paper

“Mathematical Foundations for a Compositional Account of the Bayesian Brain”
https://arxiv.org/abs/2212.12538 
Toby St Clere Smithe
2022

Active Inference Institute information: 
Website: https://activeinference.org/ 
Twitter: https://twitter.com/InferenceActive 
Discord: https://discord.gg/8VNKNp4jtx 
YouTube: https://www.youtube.com/c/ActiveInference/ 
Active Inference Livestreams: https://coda.io/@active-inference-institute/livestreams",https://i.ytimg.com/vi/GfImcptiLsY/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,https://en.wikipedia.org/wiki/Knowledge,"6/15/2023, 7:50 PM",491,11,0,0,public,youtube,true,true,false,,https://www.youtube.com/watch?v=GfImcptiLsY,Metadata automatically generated with https://mattw.io/youtube-metadata/ and uploaded to coda with https://github.com/Blasterai/codaio,
AoWJFf4XVKg,,Fundamentals of Active Inference (Namjoshi) ~ Meeting #21 ~ 6/15/2023 ~  Chapter 8 presentation,https://www.activeinference.org/,https://i.ytimg.com/vi/AoWJFf4XVKg/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,,"6/15/2023, 3:15 PM",14,0,0,0,unlisted,youtube,true,true,false,,https://www.youtube.com/watch?v=AoWJFf4XVKg,Metadata automatically generated with https://mattw.io/youtube-metadata/ and uploaded to coda with https://github.com/Blasterai/codaio,Bert Berkers
FymR0rKdLZo,,"ActInf GuestStream 044.1 ~ Tsuchiya & Saigo: Category Theory, Consciousness, Integrated Information","Citable transcript for GuestStream 044.1: https://zenodo.org/record/8040953

Their YouTube channel @neuralbasisofconsciousness 
https://www.youtube.com/channel/UCvRuQWqbKbHJFCC4xabOI4g 

Qualia structure. 

Tsuchiya, N., Saigo, H., & Phillips, S. (2022, Dec 14, accepted by Frontiers in Psychology). An adjunction hypothesis between qualia and reports. Retrieved from psyarxiv.com/q8ndj   Volume 13 - 2022 | doi: 10.3389/fpsyg.2022.1053977 

Tsuchiya, Naotsugu, Steven Phillips, and Hayato Saigo. “Enriched Category as a Model of Qualia Structure Based on Similarity Judgements.” Consciousness and Cognition 101 (May 1, 2022): 103319. https://doi.org/10.1016/j.concog.2022.103319. OSF preprints https://osf.io/ucjmz/ (free PDF till 2022 July 4 https://www.sciencedirect.com/science/article/pii/S1053810022000514?dgcid=author ) 　https://doi.org/10.1016/j.concog.2022.103319

Naotsugu Tsuchiya & Hayato Saigo “A relational approach to consciousness: categories of level and contents of consciousness“ (2021) Neuroscience of Consciousness   Volume 2021, Issue 2, 2021, niab034, https://doi.org/10.1093/nc/niab034  link  Accepted version [(2020, Apr 27) Applying Yoneda's lemma to consciousness research: categories of level and contents of consciousness OSF preprint PDF doi:10.31219/osf.io/68nhy] 

Webpage for the 5-year grant called ""Qualia Structure""
https://sites.google.com/monash.edu/a2023-2027/home_english?authuser=0

And our latest preprint:  A Quantum Qualia hypothesis
https://psyarxiv.com/9m5yp

Active Inference Institute information: 
Website: https://activeinference.org/ 
Twitter: https://twitter.com/InferenceActive 
Discord: https://discord.gg/8VNKNp4jtx 
YouTube: https://www.youtube.com/c/ActiveInference/ 
Active Inference Livestreams: https://coda.io/@active-inference-institute/livestreams",https://i.ytimg.com/vi/FymR0rKdLZo/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,https://en.wikipedia.org/wiki/Knowledge,"6/13/2023, 6:46 AM",316,16,0,3,public,creativeCommon,true,true,false,,https://www.youtube.com/watch?v=FymR0rKdLZo,Metadata automatically generated with https://mattw.io/youtube-metadata/ and uploaded to coda with https://github.com/Blasterai/codaio,Sarthak Ojha
Z-giW2yeZ7A,,"Active Inference Ontology ~ Update and call for participation (June 8, 2023)","Active Inference Ontology
June 8, 2023

https://coda.io/@active-inference-institute/active-inference-ontology-website

https://coda.io/d/AII-Active-Inference-Ontology_djD38E5fJk_/Active-Inference-Ontology-Project_suze0#_luHSm

Active Inference Institute information: 
Website: https://activeinference.org/ 
Twitter: https://twitter.com/InferenceActive 
Discord: https://discord.gg/8VNKNp4jtx 
YouTube: https://www.youtube.com/c/ActiveInference/ 
Active Inference Livestreams: https://coda.io/@active-inference-institute/livestreams",https://i.ytimg.com/vi/Z-giW2yeZ7A/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,https://en.wikipedia.org/wiki/Knowledge,"6/8/2023, 4:42 PM",204,18,0,3,public,youtube,true,true,false,,https://www.youtube.com/watch?v=Z-giW2yeZ7A,Metadata automatically generated with https://mattw.io/youtube-metadata/ and uploaded to coda with https://github.com/Blasterai/codaio,
Efk86TTQzyQ,,Fundamentals of Active Inference (Namjoshi) ~ Meeting #20 ~ 6/8/2023 ~  Chapter 7 discussion,https://www.activeinference.org/,https://i.ytimg.com/vi/Efk86TTQzyQ/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,,"6/8/2023, 3:11 PM",1,0,0,0,unlisted,youtube,true,true,false,,https://www.youtube.com/watch?v=Efk86TTQzyQ,Metadata automatically generated with https://mattw.io/youtube-metadata/ and uploaded to coda with https://github.com/Blasterai/codaio,Bert Berkers
fzFDvJhrn0U,,Active Inference LiveStream 054.1 ~ “...Compositional Account of the Bayesian Brain” (Smithe),"First participatory group discussion on the paper

“Mathematical Foundations for a Compositional Account of the Bayesian Brain”
https://arxiv.org/abs/2212.12538 
Toby St Clere Smithe
2022

Active Inference Institute information: 
Website: https://activeinference.org/ 
Twitter: https://twitter.com/InferenceActive 
Discord: https://discord.gg/8VNKNp4jtx 
YouTube: https://www.youtube.com/c/ActiveInference/ 
Active Inference Livestreams: https://coda.io/@active-inference-institute/livestreams",https://i.ytimg.com/vi/fzFDvJhrn0U/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,https://en.wikipedia.org/wiki/Knowledge,"6/7/2023, 9:02 PM",224,14,0,1,public,youtube,true,true,false,,https://www.youtube.com/watch?v=fzFDvJhrn0U,Metadata automatically generated with https://mattw.io/youtube-metadata/ and uploaded to coda with https://github.com/Blasterai/codaio,
3U8AXcIaUFI,,ActInf Textbook Group ~ Cohort 4 ~ Meeting 1 (Onboarding),"All Active Inference Institute livestreams and videos: 
https://coda.io/@active-inference-institute/livestreams

Full Textbook Group Cohort 4 playlist: https://www.youtube.com/playlist?list=PLNm0u2n1Iwdpm1wcq9DOGSdKDDvnEt_xG

Active Inference: The Free Energy Principle in Mind, Brain, and Behavior
By Thomas Parr, Giovanni Pezzulo and Karl J. Friston
https://mitpress.mit.edu/9780262045353/active-inference/ https://www.activeinference.org/",https://i.ytimg.com/vi/3U8AXcIaUFI/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,,"6/6/2023, 8:02 AM",57,2,0,0,unlisted,youtube,true,true,false,,https://www.youtube.com/watch?v=3U8AXcIaUFI,Metadata automatically generated with https://mattw.io/youtube-metadata/ and uploaded to coda with https://github.com/Blasterai/codaio,
kVH6fvz784g,,AI x Crypto ~ Active Entity Ontology for Science & Active Blockference ~ Active Inference Institute,"Presentation from Jakub Smékal and Alex Vyatkin at the AI x Crypto Mini Conference on June 1, 2023. 
https://hopin.com/events/crypto-x-ai-mini-conference

Active Entity Ontology for Science (AEOS)
https://coda.io/@active-inference-institute/active-entity-ontology-for-science-aeos

In Active Blockference we are curating different implementations of Active Inference, integrating them with cadCAD, and applying these simulations to various settings. 
https://coda.io/d/Active-Blockference_dIvNESFmyj6/Active-Blockference_suGC9#_lunjt

Active Inference Institute information: 
Website: https://activeinference.org/ 
Twitter: https://twitter.com/InferenceActive 
Discord: https://discord.gg/8VNKNp4jtx 
YouTube: https://www.youtube.com/c/ActiveInference/ 
Active Inference Livestreams: https://coda.io/@active-inference-institute/livestreams",https://i.ytimg.com/vi/kVH6fvz784g/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,"https://en.wikipedia.org/wiki/Knowledge,https://en.wikipedia.org/wiki/Technology","6/5/2023, 9:19 AM",150,4,0,1,public,youtube,true,true,false,,https://www.youtube.com/watch?v=kVH6fvz784g,Metadata automatically generated with https://mattw.io/youtube-metadata/ and uploaded to coda with https://github.com/Blasterai/codaio,
rOoTkgLI1Z8,,"""Physics as Information Processing"" ~ Ander Aguirre ~ Discussion 1","Course materials 
https://coda.io/@active-inference-institute/fields-physics-2023

More information
https://www.activeinference.org/education/Physics-Fields-2023

“Physics as Information Processing”
Course taught by Chris Fields
Course assistant is Ander Aguirre
Hosted during 2023 by the Active Inference Institute

Active Inference Institute information: 
Website: https://activeinference.org/ 
Twitter: https://twitter.com/InferenceActive 
Discord: https://discord.gg/8VNKNp4jtx 
YouTube: https://www.youtube.com/c/ActiveInference/ 
Active Inference Livestreams: https://coda.io/@active-inference-institute/livestreams",https://i.ytimg.com/vi/rOoTkgLI1Z8/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,https://en.wikipedia.org/wiki/Knowledge,"6/3/2023, 9:12 PM",612,22,0,1,public,youtube,true,true,false,,https://www.youtube.com/watch?v=rOoTkgLI1Z8,Metadata automatically generated with https://mattw.io/youtube-metadata/ and uploaded to coda with https://github.com/Blasterai/codaio,
S-tFHIqtbSI,,"ActInf GuestStream #015.3 ~ Bobby Azarian: ""The Teleological Stance: The Free Energy Principle...""","Bobby Azarian
https://bobbyazarian.com/
""The Teleological Stance: The Free Energy Principle as a Basis for a Scientific Self-Help System""

Special guests: Brendan Graham Dempsey, Adam Safron, Michael H. 

Active Inference Institute information: 
Website: https://activeinference.org/ 
Twitter: https://twitter.com/InferenceActive 
Discord: https://discord.gg/8VNKNp4jtx 
YouTube: https://www.youtube.com/c/ActiveInference/ 
Active Inference Livestreams: https://coda.io/@active-inference-institute/livestreams",https://i.ytimg.com/vi/S-tFHIqtbSI/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,https://en.wikipedia.org/wiki/Knowledge,"6/2/2023, 5:25 AM",424,25,0,1,public,creativeCommon,true,true,false,,https://www.youtube.com/watch?v=S-tFHIqtbSI,Metadata automatically generated with https://mattw.io/youtube-metadata/ and uploaded to coda with https://github.com/Blasterai/codaio,
35Ul0cMhh4k,,Fundamentals of Active Inference (Namjoshi) ~ Meeting #19 ~ 6/1/2023 ~  Chapter 7 code lab,https://www.activeinference.org/,https://i.ytimg.com/vi/35Ul0cMhh4k/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,,"6/2/2023, 4:59 AM",2,0,0,0,unlisted,youtube,true,true,false,,https://www.youtube.com/watch?v=35Ul0cMhh4k,Metadata automatically generated with https://mattw.io/youtube-metadata/ and uploaded to coda with https://github.com/Blasterai/codaio,Bert Berkers
HK9ZkbxieLY,,Active Inference LiveStream 054.0 ~ “...Compositional Account of the Bayesian Brain” (Smithe),"Background and Context video for:

“Mathematical Foundations for a Compositional Account of the Bayesian Brain”
https://arxiv.org/abs/2212.12538 
Toby St Clere Smithe
2022

Slides for #054.0 
https://docs.google.com/presentation/d/1WCLQ_WU2szV8uakoZ5Z8lo5g62FDVSDiMHEHAgxpszI/edit#slide=id.g24ca7882975_1_42


Active Inference Institute information: 
Website: https://activeinference.org/ 
Twitter: https://twitter.com/InferenceActive 
Discord: https://discord.gg/8VNKNp4jtx 
YouTube: https://www.youtube.com/c/ActiveInference/ 
Active Inference Livestreams: https://coda.io/@active-inference-institute/livestreams",https://i.ytimg.com/vi/HK9ZkbxieLY/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,https://en.wikipedia.org/wiki/Knowledge,"6/1/2023, 7:47 PM",298,18,0,0,public,youtube,true,true,false,,https://www.youtube.com/watch?v=HK9ZkbxieLY,Metadata automatically generated with https://mattw.io/youtube-metadata/ and uploaded to coda with https://github.com/Blasterai/codaio,
QlFnv5sX0TM,,Active Blockference // Coda AI 5/28/2023,"https://coda.io/d/Active-Blockference_dIvNESFmyj6/5-28-2023-Coda-AI-Prompts_sut5T#_lu77J

Active Inference Institute information: 
Website: https://activeinference.org/ 
Twitter: https://twitter.com/InferenceActive 
Discord: https://discord.gg/8VNKNp4jtx 
YouTube: https://www.youtube.com/c/ActiveInference/ 
Active Inference Livestreams: https://coda.io/@active-inference-institute/livestreams",https://i.ytimg.com/vi/QlFnv5sX0TM/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,,"5/28/2023, 2:02 PM",29,1,0,0,unlisted,youtube,true,true,false,,https://www.youtube.com/watch?v=QlFnv5sX0TM,Metadata automatically generated with https://mattw.io/youtube-metadata/ and uploaded to coda with https://github.com/Blasterai/codaio,
-fmBwp5_MlU,,Fundamentals of Active Inference (Namjoshi) ~ Meeting #18 ~ 5/25/2023 ~  Chapter 7 presentation,https://www.activeinference.org/,https://i.ytimg.com/vi/-fmBwp5_MlU/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,,"5/25/2023, 3:10 PM",22,0,0,0,unlisted,youtube,true,true,false,,https://www.youtube.com/watch?v=-fmBwp5_MlU,Metadata automatically generated with https://mattw.io/youtube-metadata/ and uploaded to coda with https://github.com/Blasterai/codaio,Bert Berkers
U0rdFwflr4M,,"Active Inference ~ Parr, Pezzulo, Friston ~ Chapter 2 ~ BookStream #002.01","Active Inference: The Free Energy Principle in Mind, Brain, and Behavior
By Thomas Parr, Giovanni Pezzulo and Karl J. Friston
https://mitpress.mit.edu/9780262045353/active-inference/

Join an upcoming cohort of the Textbook Group!
https://www.activeinference.org/education/textbook-group

Active Inference Institute information: 
Website: https://activeinference.org/ 
Twitter: https://twitter.com/InferenceActive 
Discord: https://discord.gg/8VNKNp4jtx 
YouTube: https://www.youtube.com/c/ActiveInference/ 
Active Inference Livestreams: https://coda.io/@active-inference-institute/livestreams",https://i.ytimg.com/vi/U0rdFwflr4M/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,https://en.wikipedia.org/wiki/Knowledge,"5/25/2023, 2:14 PM",260,14,0,0,public,youtube,true,true,false,,https://www.youtube.com/watch?v=U0rdFwflr4M,Metadata automatically generated with https://mattw.io/youtube-metadata/ and uploaded to coda with https://github.com/Blasterai/codaio,
rJXyQzwUFJE,,"Active Inference ~ Parr, Pezzulo, Friston ~ Chapter 6 ~ BookStream #002.01","Active Inference: The Free Energy Principle in Mind, Brain, and Behavior
By Thomas Parr, Giovanni Pezzulo and Karl J. Friston
https://mitpress.mit.edu/9780262045353/active-inference/

Join an upcoming cohort of the Textbook Group!
https://www.activeinference.org/education/textbook-group

Active Inference Institute information: 
Website: https://activeinference.org/ 
Twitter: https://twitter.com/InferenceActive 
Discord: https://discord.gg/8VNKNp4jtx 
YouTube: https://www.youtube.com/c/ActiveInference/ 
Active Inference Livestreams: https://coda.io/@active-inference-institute/livestreams",https://i.ytimg.com/vi/rJXyQzwUFJE/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,https://en.wikipedia.org/wiki/Knowledge,"5/25/2023, 2:09 PM",111,5,0,0,public,youtube,true,true,false,,https://www.youtube.com/watch?v=rJXyQzwUFJE,Metadata automatically generated with https://mattw.io/youtube-metadata/ and uploaded to coda with https://github.com/Blasterai/codaio,
PHfgUApaWgk,,"Active Inference ~ Parr, Pezzulo, Friston ~ Chapter 3 ~ BookStream #002.01","Active Inference: The Free Energy Principle in Mind, Brain, and Behavior
By Thomas Parr, Giovanni Pezzulo and Karl J. Friston
https://mitpress.mit.edu/9780262045353/active-inference/

Join an upcoming cohort of the Textbook Group!
https://www.activeinference.org/education/textbook-group

Active Inference Institute information: 
Website: https://activeinference.org/ 
Twitter: https://twitter.com/InferenceActive 
Discord: https://discord.gg/8VNKNp4jtx 
YouTube: https://www.youtube.com/c/ActiveInference/ 
Active Inference Livestreams: https://coda.io/@active-inference-institute/livestreams",https://i.ytimg.com/vi/PHfgUApaWgk/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,https://en.wikipedia.org/wiki/Knowledge,"5/25/2023, 2:09 PM",116,8,0,0,public,youtube,true,true,false,,https://www.youtube.com/watch?v=PHfgUApaWgk,Metadata automatically generated with https://mattw.io/youtube-metadata/ and uploaded to coda with https://github.com/Blasterai/codaio,
spYhr_SdqOw,,"Active Inference ~ Parr, Pezzulo, Friston ~ Chapter 1 ~ BookStream #002.01","Active Inference: The Free Energy Principle in Mind, Brain, and Behavior
By Thomas Parr, Giovanni Pezzulo and Karl J. Friston
https://mitpress.mit.edu/9780262045353/active-inference/

Join an upcoming cohort of the Textbook Group!
https://www.activeinference.org/education/textbook-group

Active Inference Institute information: 
Website: https://activeinference.org/ 
Twitter: https://twitter.com/InferenceActive 
Discord: https://discord.gg/8VNKNp4jtx 
YouTube: https://www.youtube.com/c/ActiveInference/ 
Active Inference Livestreams: https://coda.io/@active-inference-institute/livestreams",https://i.ytimg.com/vi/spYhr_SdqOw/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,https://en.wikipedia.org/wiki/Knowledge,"5/25/2023, 1:42 PM",349,15,0,1,public,youtube,true,true,false,,https://www.youtube.com/watch?v=spYhr_SdqOw,Metadata automatically generated with https://mattw.io/youtube-metadata/ and uploaded to coda with https://github.com/Blasterai/codaio,
FV7pW4p60VI,,"Active Inference BookStream 002.01 ~ Parr, Pezzulo, Friston ~ Chapters 1, 2, 3, 6","Active Inference: The Free Energy Principle in Mind, Brain, and Behavior
By Thomas Parr, Giovanni Pezzulo and Karl J. Friston
https://mitpress.mit.edu/9780262045353/active-inference/

Join an upcoming cohort of the Textbook Group!
https://www.activeinference.org/education/textbook-group

Active Inference Institute information: 
Website: https://activeinference.org/ 
Twitter: https://twitter.com/InferenceActive 
Discord: https://discord.gg/8VNKNp4jtx 
YouTube: https://www.youtube.com/c/ActiveInference/ 
Active Inference Livestreams: https://coda.io/@active-inference-institute/livestreams",https://i.ytimg.com/vi/FV7pW4p60VI/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,https://en.wikipedia.org/wiki/Knowledge,"5/22/2023, 11:32 PM",289,17,0,1,public,youtube,true,true,false,,https://www.youtube.com/watch?v=FV7pW4p60VI,Metadata automatically generated with https://mattw.io/youtube-metadata/ and uploaded to coda with https://github.com/Blasterai/codaio,
cxJuA012HvM,,"5/22/2023 Update ~ ""Physics as Information Processing"" at Active Inference Journal","At the Active Inference Journal, we are eagerly seeking contributors who would like to help improve the transcripts, named entities list, and topics discussed in the ongoing Chris Fields course “Physics as Information Processing” https://coda.io/@active-inference-institute/fields-physics-2023 .

If you are already planning to spend time on this course, we hope you’ll consider working with the Journal as well! This is a unique opportunity to build editorial skills & make high-leverage Open Science contributions to the Active Inference ecosystem. 

Specifically, this work entails listening carefully to the course lectures, and making corrections to the AI-generated transcript (from AssemblyAI). For example, for the transcript of the first Lecture, see https://github.com/ActiveInferenceInstitute/ActiveInferenceJournal/tree/main/Courses/PhysicsAsInformationProcessing_ChrisFields/Lecture_1/Transcripts/Prose. We are also building out the list of people and topics named https://github.com/ActiveInferenceInstitute/ActiveInferenceJournal/tree/main/Courses/PhysicsAsInformationProcessing_ChrisFields/Course_overview/Appendices  which will improve the scholarship and relevance of the work.

All transcripts and materials related to the course will be published open source (e.g. see earlier work by the Journal on Mark Solms livestreams: https://zenodo.org/record/7267746) so that this content can be archived, citable, and translated into different languages.

We have synchronous meetings for the Journal in the Institute Discord on Mondays at 13 UTC; most of the work is done asynchronously via the Github links above.  

If you are interested in participating in the Journal on this project, please let us know by joining the Journal channel in our Discord, or emailing ActiveInference@gmail.com . 

https://www.activeinference.org/",https://i.ytimg.com/vi/cxJuA012HvM/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,https://en.wikipedia.org/wiki/Knowledge,"5/22/2023, 6:33 AM",121,7,0,2,public,youtube,true,true,false,,https://www.youtube.com/watch?v=cxJuA012HvM,Metadata automatically generated with https://mattw.io/youtube-metadata/ and uploaded to coda with https://github.com/Blasterai/codaio,
RpOrRw4EhTo,,"""Physics as Information Processing"" ~ Chris Fields ~ Lecture 1","Course materials \nhttps://coda.io/@active-inference-institute/fields-physics-2023\n\nMore information\nhttps://www.activeinference.org/education/Physics-Fields-2023\n\n“Physics as Information Processing”\nCourse taught by Chris Fields\nCourse assistant is Ander Aguirre\nHosted during 2023 by the Active Inference Institute\n\nSession 1 (18 May) will review some history, starting with Boltzmann’s relation between entropy and energy, and continuing through Church’s and Turing’s models of computation, Shannon’s information theory, the “black box” methods of Ashby et al., Pearl’s definition of a Markov blanket, Bekenstein’s area law for black holes, ‘t Hooft’s and Susskind’s formulation of the holographic principle, the ideas of objects, interfaces, and virtual machines in computing, up to Friston’s 2010 and 2013 papers introducing active inference. The goal of this session is to establish the idea of a Markov blanket as a communication interface.\n\nActive Inference Institute information: \nWebsite: https://activeinference.org/ \nTwitter: https://twitter.com/InferenceActive \nDiscord: https://discord.gg/8VNKNp4jtx \nYouTube: https://www.youtube.com/c/ActiveInference/ \nActive Inference Livestreams: https://coda.io/@active-inference-institute/livestreams",,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,https://en.wikipedia.org/wiki/Knowledge,"5/18/2023, 9:02 PM",1650,97,0,18,public,youtube,true,true,false,,https://www.youtube.com/live/RpOrRw4EhTo,,Alex Vyatkin
RpOrRw4EhTo,,"""Physics as Information Processing"" ~ Chris Fields ~ Lecture 1","Course materials 
https://coda.io/@active-inference-institute/fields-physics-2023

More information
https://www.activeinference.org/education/Physics-Fields-2023

“Physics as Information Processing”
Course taught by Chris Fields
Course assistant is Ander Aguirre
Hosted during 2023 by the Active Inference Institute

Session 1 (18 May) will review some history, starting with Boltzmann’s relation between entropy and energy, and continuing through Church’s and Turing’s models of computation, Shannon’s information theory, the “black box” methods of Ashby et al., Pearl’s definition of a Markov blanket, Bekenstein’s area law for black holes, ‘t Hooft’s and Susskind’s formulation of the holographic principle, the ideas of objects, interfaces, and virtual machines in computing, up to Friston’s 2010 and 2013 papers introducing active inference. The goal of this session is to establish the idea of a Markov blanket as a communication interface.

Active Inference Institute information: 
Website: https://activeinference.org/ 
Twitter: https://twitter.com/InferenceActive 
Discord: https://discord.gg/8VNKNp4jtx 
YouTube: https://www.youtube.com/c/ActiveInference/ 
Active Inference Livestreams: https://coda.io/@active-inference-institute/livestreams",https://i.ytimg.com/vi/RpOrRw4EhTo/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,https://en.wikipedia.org/wiki/Knowledge,"5/18/2023, 9:02 PM",2689,133,0,20,public,youtube,true,true,false,,https://www.youtube.com/watch?v=RpOrRw4EhTo,Metadata automatically generated with https://mattw.io/youtube-metadata/ and uploaded to coda with https://github.com/Blasterai/codaio,
z5LVYKIdDV0,,Fundamentals of Active Inference (Namjoshi) ~ Meeting #17 ~ 5/18/2023 ~  Chapter 6 code,https://www.activeinference.org/,https://i.ytimg.com/vi/z5LVYKIdDV0/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,,"5/18/2023, 3:10 PM",10,1,0,0,unlisted,youtube,true,true,false,,https://www.youtube.com/watch?v=z5LVYKIdDV0,Metadata automatically generated with https://mattw.io/youtube-metadata/ and uploaded to coda with https://github.com/Blasterai/codaio,Bert Berkers
vAVpxK5m2NA,,Fundamentals of Active Inference (Namjoshi) ~ Meeting #16 ~ 5/11/2023 ~  Chapter 6 feedback,https://www.activeinference.org/,https://i.ytimg.com/vi/vAVpxK5m2NA/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,,"5/11/2023, 3:41 PM",5,0,0,0,unlisted,youtube,true,true,false,,https://www.youtube.com/watch?v=vAVpxK5m2NA,Metadata automatically generated with https://mattw.io/youtube-metadata/ and uploaded to coda with https://github.com/Blasterai/codaio,Bert Berkers
ChO1u1mJRGE,,"ActInf GuestStream 043.1 ~ Tom Froese: ""Irruption Theory: Enactive Account of Motivated Activity""","""Irruption Theory: A Novel Conceptualization of the Enactive Account of Motivated Activity""
https://www.mdpi.com/1099-4300/25/5/748
Tom Froese
2023

Active Inference Institute information: 
Website: https://activeinference.org/ 
Twitter: https://twitter.com/InferenceActive 
Discord: https://discord.gg/8VNKNp4jtx 
YouTube: https://www.youtube.com/c/ActiveInference/ 
Active Inference Livestreams: https://coda.io/@active-inference-institute/livestreams",https://i.ytimg.com/vi/ChO1u1mJRGE/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,https://en.wikipedia.org/wiki/Knowledge,"5/11/2023, 6:48 AM",446,16,0,1,public,creativeCommon,true,true,false,,https://www.youtube.com/watch?v=ChO1u1mJRGE,Metadata automatically generated with https://mattw.io/youtube-metadata/ and uploaded to coda with https://github.com/Blasterai/codaio,
6bZYptbETAw,,"ActInf GuestStream 042.1 ~ Bogotá & Djebbara: ""Time-consciousness in computational phenomenology""","""Time-consciousness in computational phenomenology: a temporal analysis of active inference""
Juan Diego Bogotá, Zakaria Djebbara
https://academic.oup.com/nc/article/2023/1/niad004/7079899

Active Inference Institute information: 
Website: https://activeinference.org/ 
Twitter: https://twitter.com/InferenceActive 
Discord: https://discord.gg/8VNKNp4jtx 
YouTube: https://www.youtube.com/c/ActiveInference/ 
Active Inference Livestreams: https://coda.io/@active-inference-institute/livestreams",https://i.ytimg.com/vi/6bZYptbETAw/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,https://en.wikipedia.org/wiki/Knowledge,"5/10/2023, 8:41 PM",168,12,0,0,public,creativeCommon,true,true,false,,https://www.youtube.com/watch?v=6bZYptbETAw,Metadata automatically generated with https://mattw.io/youtube-metadata/ and uploaded to coda with https://github.com/Blasterai/codaio,
SV0glS6stuA,,“Physics as Information Processing” by Chris Fields ~ Course overview,"“Physics as Information Processing”
https://coda.io/@active-inference-institute/fields-physics-2023
Course taught by Chris Fields
Course assistant is Ander Aguirre
Hosted during 2023 by the Active Inference Institute

Active Inference Institute information: 
Website: https://activeinference.org/ 
Twitter: https://twitter.com/InferenceActive 
Discord: https://discord.gg/8VNKNp4jtx 
YouTube: https://www.youtube.com/c/ActiveInference/ 
Active Inference Livestreams: https://coda.io/@active-inference-institute/livestreams",https://i.ytimg.com/vi/SV0glS6stuA/default.jpg,,"science,podcast,free,energy,principle,free energy,free energy principle,active,inference,active inference,theory,listening,english",28,"https://en.wikipedia.org/wiki/Knowledge,https://en.wikipedia.org/wiki/Technology","5/8/2023, 5:30 AM",647,18,0,1,public,youtube,true,true,false,,www.youtube.com/watch?v=SV0glS6stuA,,Alex Vyatkin
